project_id,master_project_en,area_name_en,developer,project_status,project_type_en,percent_completed,no_of_units,no_of_buildings,no_of_villas,no_of_lands,total_assets,project_start_date,project_end_date,start_year,end_year,planned_duration_days,is_ready,is_offplan,is_delivered,is_overdue,is_zombie,months_overdue,progress_band,cohort_median_completion,vs_cohort_pts
181245510,,Wadi Al Safa 5,Dubai Properties,Finished,Standard,100.0,0,0,422,68,490,2018-07-15,2021-07-30,2018.0,2021.0,1111.0,True,False,True,False,False,,>70% built,100.0,0.0
578534242,Springs - 2,Al Thanayah Fourth,Emaar Properties,Finished,Standard,100.0,0,0,318,86,404,2002-01-01,2005-01-01,2002.0,2005.0,1096.0,True,False,True,False,False,,>70% built,100.0,0.0
1203,Liwan1,Wadi Al Safa 2,Remraam,Finished,Standard,100.0,61,1,0,0,62,2008-06-24,2013-10-06,2008.0,2013.0,1930.0,True,False,True,False,False,,>70% built,100.0,0.0
686016080,Meydan Racecourse Community,Nad Al Shiba First,Meydan Group,Active,Standard,40.0,0,0,0,9,9,2023-02-24,2025-12-31,2023.0,2025.0,1041.0,False,True,False,True,False,7.1,30-70% built,48.0,-8.0
619334375,Dubai South Residential District,Madinat Al Mataar,Dubai Aviation City Corporation,Active,Standard,55.0,44,1,0,0,45,2024-06-01,2025-12-31,2024.0,2025.0,578.0,False,True,False,True,False,7.1,30-70% built,8.0,47.0
763931378,International City Phase 3,Warsan Fourth,International City,Pending,Standard,0.0,127,1,0,0,128,2025-10-01,2028-10-01,2025.0,2028.0,1096.0,False,True,False,False,False,,<30% built,0.0,0.0
721489422,,Saih Shuaib 2,DHAM (Dubai Holding Asset Management),Not Started,Standard,0.0,248,1,0,0,249,2025-06-29,2026-12-30,2025.0,2026.0,549.0,False,True,False,False,False,,<30% built,0.0,0.0
592949396,Palm Jumeirah,Palm Jumeirah,Nakheel,Active,Standard,2.0,165,3,0,0,168,2024-07-01,2028-03-31,2024.0,2028.0,1369.0,False,True,False,False,False,,<30% built,8.0,-6.0
303124269,International Media Production Zone,Me'Aisem First,TECOM Investments,Finished,Standard,100.0,255,3,0,0,258,2019-10-07,2022-03-31,2019.0,2022.0,906.0,True,False,True,False,False,,>70% built,100.0,0.0
637576005,Jumeirah Village Circle,Al Barsha South Fourth,Nakheel,Active,Standard,51.0,165,1,0,0,166,2024-08-01,2026-08-01,2024.0,2026.0,730.0,False,True,False,True,False,0.1,30-70% built,8.0,43.0
77709106,Dubai World Central,Madinat Al Mataar,Emaar Dubai South DWC,Finished,Standard,100.0,372,55,0,0,427,2017-08-12,2020-05-31,2017.0,2020.0,1023.0,True,False,True,False,False,,>70% built,100.0,0.0
28333488,International Media Production Zone,Me'Aisem First,TECOM Investments,Finished,Standard,100.0,591,4,0,0,595,2016-11-01,2020-03-01,2016.0,2020.0,1216.0,True,False,True,False,False,,>70% built,100.0,0.0
1103,Jumeirah Islands,Al Thanyah Fifth,Nakheel,Finished,Standard,100.0,246,7,0,450,703,2006-01-09,2012-02-01,2006.0,2012.0,2214.0,True,False,True,False,False,,>70% built,100.0,0.0
1302,Dubai Sports City,Al Hebiah Fourth,Dubai Sports City,Finished,Standard,100.0,180,1,0,0,181,2007-06-17,2017-04-20,2007.0,2017.0,3595.0,True,False,True,False,False,,>70% built,100.0,0.0
482154959,Jumeirah Lakes Towers,Al Thanyah Fifth,DMCC (Dubai Multi Commodities Centre),Active,Standard,27.0,610,1,0,0,611,2023-04-01,2027-06-30,2023.0,2027.0,1551.0,False,True,False,False,False,,<30% built,48.0,-21.0
446865081,Dubai Hills Estate,Hadaeq Sheikh Mohammed Bin Rashid,Dubai Hills Estate,Active,Standard,71.0,306,3,0,0,309,2023-03-03,2026-09-30,2023.0,2026.0,1307.0,False,True,False,False,False,,>70% built,48.0,23.0
424488472,Palm Jumeirah,Palm Jumeirah,Palm Jumeirah,Active,Standard,80.0,226,5,0,0,231,2022-06-01,2025-12-31,2022.0,2025.0,1309.0,False,True,False,True,False,7.1,>70% built,100.0,-20.0
627661891,Dubai Land Residence Complex,Wadi Al Safa 5,Dubailand Residences,Active,Standard,3.0,288,1,0,0,289,2024-08-01,2027-08-01,2024.0,2027.0,1095.0,False,True,False,False,False,,<30% built,8.0,-5.0
594515251,,Al Yufrah 1,Emaar Development,Active,Standard,72.0,0,0,406,63,469,2024-01-08,,2024.0,,,False,True,False,False,False,,>70% built,8.0,64.0
717667526,Palm Deira,Palm Deira,Nakheel,Pending,Standard,0.0,0,0,0,0,0,2025-02-01,2027-02-01,2025.0,2027.0,730.0,False,True,False,False,False,,<30% built,0.0,0.0
297988676,TILAL AL GHAF,Al Hebiah Fourth,Majid Al Futtaim Communities,Finished,Standard,100.0,0,0,916,152,1068,2020-06-30,2023-11-03,2020.0,2023.0,1221.0,True,False,True,False,False,,>70% built,100.0,0.0
1311,DownTown Dubai,Burj Khalifa,Emaar Properties,Finished,Standard,100.0,217,3,0,0,220,2012-02-14,2012-01-13,2012.0,2012.0,,True,False,True,False,False,,>70% built,100.0,0.0
580833344,Arjan,Al Barshaa South Third,Liwan,Active,Standard,40.0,223,1,0,0,224,2024-04-20,2025-12-30,2024.0,2025.0,619.0,False,True,False,True,False,7.1,30-70% built,8.0,32.0
9690799,Dubai Sports City,Al Hebiah Fourth,Dubai Sports City,Finished,Standard,100.0,0,0,0,31,31,2013-09-30,2016-10-31,2013.0,2016.0,1127.0,True,False,True,False,False,,>70% built,100.0,0.0
1442,Arjan,Al Barshaa South Third,Remraam,Finished,Standard,100.0,172,1,0,0,173,2011-01-05,2014-03-31,2011.0,2014.0,1181.0,True,False,True,False,False,,>70% built,100.0,0.0
31809936,Jumeirah Village Circle,Al Barsha South Fourth,Nakheel,Finished,Standard,100.0,0,0,0,0,0,2016-05-15,2020-02-12,2016.0,2020.0,1368.0,True,False,True,False,False,,>70% built,100.0,0.0
25333395,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,70,1,0,0,71,2015-05-01,2018-06-24,2015.0,2018.0,1150.0,True,False,True,False,False,,>70% built,100.0,0.0
353374618,Mohammed Bin Rashid AL Maktoum City -District -1 Community,Al Merkadh,Meydan Group,Finished,Standard,100.0,31,1,0,0,32,2021-06-01,2023-01-30,2021.0,2023.0,608.0,True,False,True,False,False,,>70% built,100.0,0.0
33710887,Dubai Health Care City Phase 2,Al Jadaf,Dubai Healthcare City,Finished,Standard,100.0,359,1,0,0,360,2016-10-01,2019-08-31,2016.0,2019.0,1064.0,True,False,True,False,False,,>70% built,100.0,0.0
646523962,Jumeirah Village Circle,Al Barsha South Fourth,Nakheel,Not Started,Standard,0.0,228,1,0,0,229,2024-11-27,2028-03-31,2024.0,2028.0,1220.0,False,True,False,False,False,,<30% built,8.0,-8.0
15986259,Dubai Investment Park Second,Dubai Investment Park Second,Dubai Investments Park Development,Finished,Standard,100.0,212,2,0,0,214,2014-12-01,2017-07-20,2014.0,2017.0,962.0,True,False,True,False,False,,>70% built,100.0,0.0
53856865,Meydan Racecourse Community,Nad Al Shiba First,Meydan Group,Finished,Standard,100.0,43,1,0,0,44,2016-09-01,2019-09-29,2016.0,2019.0,1123.0,True,False,True,False,False,,>70% built,100.0,0.0
741813358,,Saih Shuaib 2,DHAM (Dubai Holding Asset Management),Not Started,Standard,0.0,0,0,15,0,15,2025-03-20,2028-06-20,2025.0,2028.0,1188.0,False,True,False,False,False,,<30% built,0.0,0.0
668306529,Majan,Wadi Al Safa 3,Liwan,Active,Standard,13.0,253,1,0,0,254,2024-10-10,2027-04-09,2024.0,2027.0,911.0,False,True,False,False,False,,<30% built,8.0,5.0
49027017,Dubai World Central,Madinat Al Mataar,Emaar Dubai South DWC,Finished,Standard,100.0,291,3,0,0,294,2017-07-20,2020-05-15,2017.0,2020.0,1030.0,True,False,True,False,False,,>70% built,100.0,0.0
25,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,0,0,25,0,25,2008-11-21,2013-11-27,2008.0,2013.0,1832.0,True,False,True,False,False,,>70% built,100.0,0.0
619971121,DAMAC HILLS 2,Madinat Hind 4,Front Line Investment Management,Not Started,Standard,0.0,1145,3,0,0,1148,2024-09-01,2027-06-30,2024.0,2027.0,1032.0,False,True,False,False,False,,<30% built,8.0,-8.0
789566641,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Pending,Standard,29.0,0,0,0,0,0,2025-09-01,2027-03-01,2025.0,2027.0,546.0,False,True,False,False,False,,<30% built,0.0,29.0
414502717,Nad Al Sheba Gardens,Nad Al Shiba First,Shamal Real Estate,Active,Standard,99.0,0,0,213,202,415,2022-07-10,2024-12-01,2022.0,2024.0,875.0,False,True,False,True,False,20.1,>70% built,100.0,-1.0
832,Dubai Land Residence Complex,Wadi Al Safa 5,Dubai Properties,Finished,Standard,100.0,0,1,0,0,1,2016-01-31,2016-06-30,2016.0,2016.0,151.0,True,False,True,False,False,,>70% built,100.0,0.0
518401938,Barsha Heights,Al Thanyah First,TECOM Investments,Pending,Standard,33.0,0,0,0,0,0,2016-11-15,,2016.0,,,False,True,False,False,False,,30-70% built,100.0,-67.0
244930502,,Wadi Al Safa 5,Emaar Development,Finished,Standard,100.0,0,0,438,77,515,2019-06-15,2022-12-16,2019.0,2022.0,1280.0,True,False,True,False,False,,>70% built,100.0,0.0
168224988,Meydan One Community,Al Merkadh,Meydan Group,Finished,Standard,100.0,247,1,0,0,248,2017-10-01,2023-06-30,2017.0,2023.0,2098.0,True,False,True,False,False,,>70% built,100.0,0.0
400684997,Arjan,Al Barshaa South Third,Liwan,Finished,Standard,100.0,94,1,0,0,95,2021-10-30,2024-06-30,2021.0,2024.0,974.0,True,False,True,False,False,,>70% built,100.0,0.0
763646166,Palm Deira,Palm Deira,Nakheel,Not Started,Standard,0.0,146,1,0,0,147,2025-06-15,2027-09-30,2025.0,2027.0,837.0,False,True,False,False,False,,<30% built,0.0,0.0
654471807,Jumeirah Garden City,Al Satwa,Meraas,Active,Standard,14.0,219,1,0,0,220,2024-11-19,2026-06-30,2024.0,2026.0,588.0,False,True,False,True,True,1.1,<30% built,8.0,6.0
447572715,,Al Hebiah Fifth,Wahat Al Jazeera Real Estate,Active,Standard,61.0,0,0,0,423,423,2022-02-12,2025-12-31,2022.0,2025.0,1418.0,False,True,False,True,False,7.1,30-70% built,100.0,-39.0
476011932,Dubai Creek Harbour,Al Khairan First,The Lagoons (Phase 1),Finished,Standard,100.0,340,1,0,0,341,2023-07-02,2027-06-30,2023.0,2027.0,1459.0,True,False,True,False,False,,>70% built,48.0,52.0
697002052,,Jumeirah Second,Dubai Peninsula,Not Started,Standard,0.0,74,3,0,0,77,2025-07-12,2028-12-31,2025.0,2028.0,1268.0,False,True,False,False,False,,<30% built,0.0,0.0
557159500,Dubai Studio City,Al Hebiah Second,DHAM (Dubai Holding Asset Management),Active,Standard,50.0,69,1,0,0,70,2024-02-01,,2024.0,,,False,True,False,False,False,,30-70% built,8.0,42.0
185524878,TOWN SQUARE,Al Yelayiss 2,Nshama,Finished,Standard,100.0,0,0,264,31,295,2018-10-15,2021-09-15,2018.0,2021.0,1066.0,True,False,True,False,False,,>70% built,100.0,0.0
33149130,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,127,1,0,0,128,2015-11-19,2019-10-07,2015.0,2019.0,1418.0,True,False,True,False,False,,>70% built,100.0,0.0
161,Business Bay,Business Bay,Business Bay,Finished,Standard,100.0,131,2,0,0,133,2007-05-01,2010-11-01,2007.0,2010.0,1280.0,True,False,True,False,False,,>70% built,100.0,0.0
649111531,Dubai Marina,Marsa Dubai,Emaar Development,Active,Standard,71.0,296,1,0,0,297,2024-12-01,2026-03-31,2024.0,2026.0,485.0,False,True,False,True,False,4.1,>70% built,8.0,63.0
759311429,Al Furjan,Jabal Ali First,Nakheel,Not Started,Standard,0.0,82,1,0,0,83,2025-06-09,2027-12-30,2025.0,2027.0,934.0,False,True,False,False,False,,<30% built,0.0,0.0
78776231,Dubai South Residential District,Madinat Al Mataar,Dubai Aviation City Corporation,Frozen,Standard,0.0,108,1,0,0,109,2017-07-01,2019-09-01,2017.0,2019.0,792.0,False,False,False,False,False,,<30% built,100.0,-100.0
178575566,DAMAC HILLS 2,Madinat Hind 4,Front Line Investment Management,Finished,Standard,100.0,0,0,0,142,142,2018-06-21,2021-08-18,2018.0,2021.0,1154.0,True,False,True,False,False,,>70% built,100.0,0.0
356,Palm Jumeirah,Palm Jumeirah,Nakheel,Finished,Standard,100.0,543,3,18,2,566,2008-01-23,2021-02-03,2008.0,2021.0,4760.0,True,False,True,False,False,,>70% built,100.0,0.0
978,Jumeirah Lakes Towers,Al Thanyah Fifth,DMCC (Dubai Multi Commodities Centre),Finished,Standard,100.0,421,1,0,0,422,2008-12-30,2009-05-30,2008.0,2009.0,151.0,True,False,True,False,False,,>70% built,100.0,0.0
536546437,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Active,Standard,88.0,108,1,0,0,109,2023-06-01,,2023.0,,,False,True,False,False,False,,>70% built,48.0,40.0
612,Business Bay,Business Bay,Dubai Properties,Finished,Standard,100.0,92,1,0,1,94,2007-05-01,2010-12-30,2007.0,2010.0,1339.0,True,False,True,False,False,,>70% built,100.0,0.0
